station,week,month,month_3,month_6,year,train_number,station_code
GHAZIABAD (GZB),3,3,4,6,4,12554,GZB
ALIGARH JN (ALJN),16,20,26,27,25,12554,ALJN
TUNDLA JN (TDL),10,14,22,23,18,12554,TDL
ETAWAH (ETW),12,20,37,37,27,12554,ETW
KANPUR CENTRAL (CNB),9,16,41,41,26,12554,CNB
AISHBAGH (ASH),16,19,51,47,39,12554,ASH
BADSHAHNAGAR (BNZ),17,21,61,53,41,12554,BNZ
BARABANKI JN (BBK),21,26,68,57,46,12554,BBK
GONDA JN (GD),37,39,84,77,63,12554,GD
BASTI (BST),42,46,92,83,68,12554,BST
KHALILABAD (KLD),36,41,91,83,67,12554,KLD
GORAKHPUR JN (GKP),16,20,68,62,48,12554,GKP
DEORIA SADAR (DEOS),9,14,69,64,51,12554,DEOS
SIWAN JN (SV),46,31,80,73,61,12554,SV
CHHAPRA (CPR),57,26,72,70,56,12554,CPR
SONPUR JN (SEE),89,49,90,89,79,12554,SEE
HAJIPUR JN (HJP),88,49,89,89,79,12554,HJP
MUZAFFARPUR JN (MFP),107,59,99,101,90,12554,MFP
SAMASTIPUR JN (SPJ),114,64,106,107,94,12554,SPJ
DALSINGH SARAI (DSS),125,73,114,115,103,12554,DSS
BARAUNI JN (BJU),107,59,100,107,92,12554,BJU
BEGU SARAI (BGS),101,55,97,106,90,12554,BGS
KHAGARIA JN (KGG),93,44,85,93,78,12554,KGG
MANSI JN (MNE),71,28,71,78,64,12554,MNE
SAHARSA JN (SHC),58,19,61,67,57,12554,SHC
GORAKHPUR JN (GKP),28,7,4,3,5,12555,GKP
KHALILABAD (KLD),33,11,12,10,10,12555,KLD
BASTI (BST),33,12,16,14,15,12555,BST
GONDA JN (GD),41,21,23,19,18,12555,GD
BARABANKI JN (BBK),44,21,31,22,18,12555,BBK
LUCKNOW NR (LKO),46,26,37,27,19,12555,LKO
UNNAO JN (ON),58,34,44,35,26,12555,ON
KANPUR CENTRAL (CNB),62,43,53,44,35,12555,CNB
NEW DELHI (NDLS),44,33,59,49,35,12555,NDLS
SHAKURBASTI (SSB),55,44,71,59,42,12555,SSB
NANGLOI (NNO),56,47,74,62,44,12555,NNO
BAHADURGARH (BGZ),59,49,78,66,47,12555,BGZ
ROHTAK JN (ROK),56,48,80,66,40,12555,ROK
KALANAUR KALAN (KLNK),60,50,87,73,57,12555,KLNK
BHIWANI (BNW),85,68,106,93,60,12555,BNW
HISAR (HSR),83,67,106,93,61,12555,HSR
SIRSA (SSA),67,50,91,82,68,12555,SSA
BHATINDA JN (BTI),16,6,46,36,25,12555,BTI
BHATINDA JN (BTI),35,10,37,26,19,12556,BTI
SIRSA (SSA),33,10,32,22,16,12556,SSA
HISAR (HSR),41,11,33,25,17,12556,HSR
BHIWANI (BNW),63,30,54,45,28,12556,BNW
KALANAUR KALAN (KLNK),86,37,60,49,38,12556,KLNK
ROHTAK JN (ROK),78,27,48,38,23,12556,ROK
BAHADURGARH (BGZ),81,31,53,43,29,12556,BGZ
NANGLOI (NNO),84,34,57,47,32,12556,NNO
SHAKURBASTI (SSB),87,38,61,51,33,12556,SSB
NEW DELHI (NDLS),79,31,52,42,25,12556,NDLS
KANPUR CENTRAL (CNB),91,38,89,92,55,12556,CNB
UNNAO JN (ON),107,48,93,83,50,12556,ON
LUCKNOW NR (LKO),116,55,109,93,59,12556,LKO
BARABANKI JN (BBK),117,57,114,97,63,12556,BBK
GONDA JN (GD),153,80,137,123,88,12556,GD
BASTI (BST),180,109,164,146,107,12556,BST
KHALILABAD (KLD),181,110,169,152,113,12556,KLD
GORAKHPUR JN (GKP),154,84,145,128,97,12556,GKP
MUZAFFARPUR JN (MFP),4,3,1,7,8,12557,MFP
MOTIPUR (MTR),2,6,5,9,12,12557,MTR
MEHSI (MAI),5,10,9,13,18,12557,MAI
CHAKIA (CAA),13,18,15,19,20,12557,CAA
BAPUDHAM MOTIHARI (BMKI),58,42,31,32,31,12557,BMKI
SAGAULI JN (SGL),78,46,27,26,33,12557,SGL
BETTIAH (BTH),81,51,33,30,37,12557,BTH
NARKATIAGANJ JN (NKE),61,32,18,19,31,12557,NKE
HARINAGAR (HIR),66,38,24,27,40,12557,HIR
BAGAHA (BUG),52,27,14,17,37,12557,BUG
SISWA BAZAR (SBZ),52,28,18,20,17,12557,SBZ
KAPTANGANJ JN (CPJ),49,26,15,16,16,12557,CPJ
GORAKHPUR JN (GKP),39,25,16,29,24,12557,GKP
LUCKNOW NR (LKO),53,44,37,48,38,12557,LKO
MORADABAD (MB),168,119,106,132,102,12557,MB
ANAND VIHAR TRM (ANVT),203,149,135,164,129,12557,ANVT
BANARAS (BSBS),0,0,3,2,1,12559,BSBS
PRAYAGRAJ JN (PRYJ),48,21,19,16,14,12559,PRYJ
KANPUR CENTRAL (CNB),71,38,52,44,32,12559,CNB
NEW DELHI (NDLS),67,28,65,60,39,12559,NDLS
NEW DELHI (NDLS),1,2,4,5,4,12560,NDLS
KANPUR CENTRAL (CNB),30,36,60,56,42,12560,CNB
PRAYAGRAJ JN (PRYJ),28,23,67,56,36,12560,PRYJ
BANARAS (BSBS),35,14,52,39,12,12560,BSBS
JAYNAGAR (JYG),1,1,4,3,4,12561,JYG
MADHUBANI (MBI),6,9,12,11,11,12561,MBI
SAKRI JN (SKI),9,11,13,13,18,12561,SKI
DARBHANGA JN (DBG),11,17,16,15,19,12561,DBG
SAMASTIPUR JN (SPJ),2,6,8,7,10,12561,SPJ
MUZAFFARPUR JN (MFP),17,22,21,21,19,12561,MFP
HAJIPUR JN (HJP),7,13,14,14,14,12561,HJP
SONPUR JN (SEE),18,22,22,22,21,12561,SEE
CHHAPRA (CPR),9,8,20,21,18,12561,CPR
SURAIMANPUR (SIP),16,18,48,39,30,12561,SIP
BALLIA (BUI),9,11,44,35,24,12561,BUI
GHAZIPUR CITY (GCT),10,13,46,38,34,12561,GCT
AUNRIHAR JN (ARJ),8,14,48,38,38,12561,ARJ
VARANASI JN (BSB),5,11,44,32,29,12561,BSB
GYANPUR ROAD (GYN),7,9,43,33,29,12561,GYN
PRAYAGRAJ JN (PRYJ),70,47,69,55,42,12561,PRYJ
KANPUR CENTRAL (CNB),142,83,112,92,74,12561,CNB
ALIGARH JN (ALJN),176,121,156,125,99,12561,ALJN
GHAZIABAD (GZB),166,107,145,112,89,12561,GZB
NEW DELHI (NDLS),159,103,141,107,85,12561,NDLS
NEW DELHI (NDLS),68,36,59,41,26,12562,NDLS
ALIGARH JN (ALJN),79,58,88,71,53,12562,ALJN
KANPUR CENTRAL (CNB),111,79,125,104,71,12562,CNB
PRAYAGRAJ JN (PRYJ),133,79,154,122,76,12562,PRYJ
GYANPUR ROAD (GYN),178,114,179,143,89,12562,GYN
VARANASI JN (BSB),159,97,166,129,79,12562,BSB
AUNRIHAR JN (ARJ),179,117,190,149,94,12562,ARJ
GHAZIPUR CITY (GCT),189,119,201,150,94,12562,GCT
BALLIA (BUI),188,111,200,148,95,12562,BUI
SURAIMANPUR (SIP),197,114,223,166,103,12562,SIP
CHHAPRA (CPR),220,113,226,163,104,12562,CPR
SONPUR JN (SEE),246,135,245,181,124,12562,SEE
HAJIPUR JN (HJP),243,132,242,179,123,12562,HJP
MUZAFFARPUR JN (MFP),255,140,251,188,126,12562,MFP
SAMASTIPUR JN (SPJ),236,124,233,171,120,12562,SPJ
DARBHANGA JN (DBG),261,145,251,192,139,12562,DBG
SAKRI JN (SKI),270,157,262,205,148,12562,SKI
MADHUBANI (MBI),274,160,266,209,152,12562,MBI
JAYNAGAR (JYG),245,137,243,185,126,12562,JYG
DARBHANGA JN (DBG),19,5,2,2,3,12565,DBG
SAMASTIPUR JN (SPJ),67,16,6,6,5,12565,SPJ
MUZAFFARPUR JN (MFP),76,29,22,21,17,12565,MFP
HAJIPUR JN (HJP),81,23,16,14,14,12565,HJP
SONPUR JN (SEE),88,29,22,21,19,12565,SEE
CHHAPRA (CPR),105,28,14,13,16,12565,CPR
SIWAN JN (SV),106,28,16,19,20,12565,SV
DEORIA SADAR (DEOS),123,35,30,30,27,12565,DEOS
GORAKHPUR JN (GKP),126,38,30,33,32,12565,GKP
BADSHAHNAGAR (BNZ),124,48,47,48,48,12565,BNZ
AISHBAGH (ASH),121,45,48,49,43,12565,ASH
UNNAO JN (ON),130,49,54,51,53,12565,ON
KANPUR CENTRAL (CNB),137,56,59,56,51,12565,CNB
NEW DELHI (NDLS),113,37,68,56,45,12565,NDLS
NEW DELHI (NDLS),37,10,7,8,12,12566,NDLS
KANPUR CENTRAL (CNB),39,26,44,39,38,12566,CNB
UNNAO JN (ON),50,39,53,48,43,12566,ON
AISHBAGH (ASH),46,42,56,49,50,12566,ASH
BADSHAHNAGAR (BNZ),50,48,65,57,58,12566,BNZ
GORAKHPUR JN (GKP),50,49,74,67,72,12566,GKP
DEORIA SADAR (DEOS),54,53,82,76,82,12566,DEOS
SIWAN JN (SV),68,68,93,84,89,12566,SV
CHHAPRA (CPR),52,52,79,73,77,12566,CPR
SONPUR JN (SEE),57,57,85,78,81,12566,SEE
HAJIPUR JN (HJP),55,54,82,75,80,12566,HJP
MUZAFFARPUR JN (MFP),61,56,85,78,84,12566,MFP
SAMASTIPUR JN (SPJ),65,50,77,68,71,12566,SPJ
DARBHANGA JN (DBG),60,41,69,62,65,12566,DBG
GORAKHPUR JN (GKP),1,2,9,7,12,12571,GKP
ANAND NAGAR (ANDN),24,26,29,26,28,12571,ANDN
SIDDHARTH NAGAR (SDDN),35,34,40,34,36,12571,SDDN
BARHNI (BNY),41,35,47,42,44,12571,BNY
BALRAMPUR (BLP),42,35,53,50,53,12571,BLP
GONDA JN (GD),14,24,39,37,41,12571,GD
LUCKNOW NR (LKO),11,24,45,40,40,12571,LKO
KANPUR CENTRAL (CNB),19,38,60,56,56,12571,CNB
ANAND VIHAR TRM (ANVT),2,21,62,60,55,12571,ANVT
ANAND VIHAR TRM (ANVT),1,2,3,3,2,12572,ANVT
KANPUR CENTRAL (CNB),11,11,32,28,23,12572,CNB
LUCKNOW NR (LKO),20,22,48,41,40,12572,LKO
GONDA JN (GD),37,26,66,59,54,12572,GD
BALRAMPUR (BLP),44,33,75,70,63,12572,BLP
BARHNI (BNY),26,21,65,61,58,12572,BNY
SIDDHARTH NAGAR (SDDN),28,25,73,70,66,12572,SDDN
ANAND NAGAR (ANDN),32,29,78,72,67,12572,ANDN
GORAKHPUR JN (GKP),19,22,68,62,72,12572,GKP
BANARAS (BSBS),1,1,3,2,1,12581,BSBS
GYANPUR ROAD (GYN),19,9,8,8,8,12581,GYN
PRAYAGRAJ JN (PRYJ),42,35,25,22,17,12581,PRYJ
KANPUR CENTRAL (CNB),52,52,51,45,33,12581,CNB
GHAZIABAD (GZB),21,12,30,28,19,12581,GZB
NEW DELHI (NDLS),27,18,34,39,34,12581,NDLS
NEW DELHI (NDLS),1,1,3,4,5,12582,NDLS
GHAZIABAD (GZB),6,5,7,9,8,12582,GZB
KANPUR CENTRAL (CNB),38,52,80,77,61,12582,CNB
PRAYAGRAJ JN (PRYJ),15,37,81,75,44,12582,PRYJ
GYANPUR ROAD (GYN),62,63,103,91,57,12582,GYN
BANARAS (BSBS),34,31,72,63,28,12582,BSBS
LUCKNOW NE (LJN),1,1,1,5,3,12583,LJN
BAREILLY (BE),95,62,65,60,51,12583,BE
MORADABAD (MB),109,70,73,73,54,12583,MB
GHAZIABAD (GZB),122,84,90,96,67,12583,GZB
ANAND VIHAR TRM (ANVT),116,80,87,97,67,12583,ANVT
ANAND VIHAR TRM (ANVT),68,66,75,89,62,12584,ANVT
GHAZIABAD (GZB),141,97,104,110,73,12584,GZB
MORADABAD (MB),153,125,134,140,92,12584,MB
BAREILLY (BE),207,157,167,177,113,12584,BE
LUCKNOW NE (LJN),347,196,205,230,210,12584,LJN
GORAKHPUR JN (GKP),0,0,1,1,2,12587,GKP
KHALILABAD (KLD),2,4,6,10,11,12587,KLD
BASTI (BST),0,5,11,16,18,12587,BST
GONDA JN (GD),20,20,19,21,26,12587,GD
LUCKNOW NR (LKO),0,15,15,17,18,12587,LKO
SHAHJEHANPUR (SPN),86,87,74,76,64,12587,SPN
BAREILLY (BE),86,92,86,93,74,12587,BE
MORADABAD (MB),200,133,106,117,91,12587,MB
LAKSAR JN (LRJ),198,206,150,152,117,12587,LRJ
ROORKEE (RK),192,205,149,152,118,12587,RK
SAHARANPUR (SRE),178,198,142,149,115,12587,SRE
YAMUNANAGAR JAGADHRI (YJUD),187,203,147,157,122,12587,YJUD
AMBALA CANT JN (UMB),192,206,150,158,125,12587,UMB
LUDHIANA JN (LDH),199,215,158,172,140,12587,LDH
JALANDHAR CANT (JRC),201,216,160,175,141,12587,JRC
PATHANKOT CANTT (PTKC),167,191,133,149,122,12587,PTKC
KATHUA (KTHU),168,193,137,152,126,12587,KTHU
JAMMU TAWI (JAT),110,161,102,116,90,12587,JAT
JAMMU TAWI (JAT),0,34,34,26,15,12588,JAT
KATHUA (KTHU),13,52,50,38,26,12588,KTHU
PATHANKOT CANTT (PTKC),12,51,46,38,28,12588,PTKC
JALANDHAR CANT (JRC),0,37,37,29,19,12588,JRC
LUDHIANA JN (LDH),3,37,41,33,23,12588,LDH
AMBALA CANT JN (UMB),5,44,54,46,29,12588,UMB
YAMUNANAGAR JAGADHRI (YJUD),7,46,61,53,32,12588,YJUD
SAHARANPUR (SRE),0,40,62,57,31,12588,SRE
ROORKEE (RK),2,41,66,61,38,12588,RK
LAKSAR JN (LRJ),4,42,66,61,40,12588,LRJ
MORADABAD (MB),0,55,88,86,58,12588,MB
BAREILLY (BE),10,82,105,105,71,12588,BE
SHAHJEHANPUR (SPN),7,79,115,121,85,12588,SPN
LUCKNOW NR (LKO),82,123,178,192,148,12588,LKO
GONDA JN (GD),116,169,219,227,181,12588,GD
BASTI (BST),167,197,234,238,195,12588,BST
KHALILABAD (KLD),161,193,234,238,194,12588,KLD
GORAKHPUR JN (GKP),130,164,204,217,173,12588,GKP
GORAKHPUR JN (GKP),1,1,37,25,47,12589,GKP
KHALILABAD (KLD),1,6,40,29,50,12589,KLD
BASTI (BST),3,10,43,31,53,12589,BST
MANKAPUR JN (MUR),16,36,65,48,67,12589,MUR
GONDA JN (GD),9,34,65,51,72,12589,GD
BARABANKI JN (BBK),9,43,87,75,87,12589,BBK
BADSHAHNAGAR (BNZ),9,47,42,56,81,12589,BNZ
AISHBAGH (ASH),13,49,38,50,72,12589,ASH
UNNAO JN (ON),44,61,100,85,99,12589,ON
KANPUR CENTRAL (CNB),49,64,108,93,121,12589,CNB
POKHRAYAN (PHN),56,75,133,117,135,12589,PHN
ORAI (ORAI),57,82,145,127,145,12589,ORAI
VIRANGANA LAKSHMIBAI (VGLB),47,58,120,130,171,12589,VGLB
LALITPUR (LAR),64,72,137,150,187,12589,LAR
BHOPAL JN (BPL),84,66,142,152,179,12589,BPL
ITARSI JN (ET),81,64,170,163,181,12589,ET
GHORADONGRI (GDYA),87,65,178,175,190,12589,GDYA
BETUL (BZU),82,61,184,181,196,12589,BZU
AMLA JN (AMLA),85,66,189,184,201,12589,AMLA
NAGPUR (NGP),49,31,171,164,181,12589,NGP
SEVAGRAM (SEGM),51,55,191,183,206,12589,SEGM
CHANDRAPUR (CD),51,70,204,195,212,12589,CD
BALHARSHAH (BPQ),34,48,172,159,178,12589,BPQ
SIRPUR KAGAZNGR (SKZR),44,61,191,174,189,12589,SKZR
BELAMPALLI (BPA),62,75,207,192,209,12589,BPA
MANCHIRYAL (MCI),68,84,215,198,216,12589,MCI
RAMGUNDAM (RDM),76,96,223,204,223,12589,RDM
KAZIPET JN (KZJ),60,87,220,205,238,12589,KZJ
SECUNDERABAD JN (SC),51,470,370,308,301,12589,SC
SECUNDERABAD JN (SC),6,18,6,12,36,12590,SC
KAZIPET JN (KZJ),6,29,54,44,82,12590,KZJ
RAMGUNDAM (RDM),61,67,83,69,108,12590,RDM
MANCHIRYAL (MCI),62,68,86,74,110,12590,MCI
SIRPUR KAGAZNGR (SKZR),58,70,88,76,114,12590,SKZR
BALHARSHAH (BPQ),27,49,65,57,98,12590,BPQ
CHANDRAPUR (CD),41,43,65,51,92,12590,CD
SEVAGRAM (SEGM),60,55,80,67,106,12590,SEGM
NAGPUR (NGP),69,65,94,80,115,12590,NGP
AMLA JN (AMLA),84,82,133,107,142,12590,AMLA
BETUL (BZU),85,82,136,109,144,12590,BZU
GHORADONGRI (GDYA),88,85,138,109,144,12590,GDYA
ITARSI JN (ET),27,29,90,63,98,12590,ET
BHOPAL JN (BPL),29,27,90,69,100,12590,BPL
LALITPUR (LAR),38,46,101,90,109,12590,LAR
VIRANGANA LAKSHMIBAI (VGLB),32,43,112,94,116,12590,VGLB
ORAI (ORAI),39,47,130,108,128,12590,ORAI
POKHRAYAN (PHN),45,53,153,127,130,12590,PHN
KANPUR CENTRAL (CNB),10,22,170,106,110,12590,CNB
UNNAO JN (ON),18,20,110,73,94,12590,ON
AISHBAGH (ASH),73,61,136,95,116,12590,ASH
BADSHAHNAGAR (BNZ),78,65,144,100,120,12590,BNZ
BARABANKI JN (BBK),94,72,144,99,120,12590,BBK
GONDA JN (GD),131,85,164,125,142,12590,GD
MANKAPUR JN (MUR),132,88,175,135,153,12590,MUR
BASTI (BST),150,101,187,147,164,12590,BST
KHALILABAD (KLD),146,98,189,150,166,12590,KLD
GORAKHPUR JN (GKP),116,66,161,122,141,12590,GKP
GORAKHPUR JN (GKP),0,0,55,30,46,12591,GKP
KHALILABAD (KLD),11,4,58,33,49,12591,KLD
BASTI (BST),9,3,59,35,53,12591,BST
MANKAPUR JN (MUR),25,19,74,50,65,12591,MUR
GONDA JN (GD),21,19,74,52,68,12591,GD
BARABANKI JN (BBK),19,36,99,76,85,12591,BBK
BADSHAHNAGAR (BNZ),21,46,91,75,86,12591,BNZ
AISHBAGH (ASH),21,40,90,74,79,12591,ASH
UNNAO JN (ON),26,46,121,93,99,12591,ON
KANPUR CENTRAL (CNB),36,49,129,108,115,12591,CNB
POKHRAYAN (PHN),51,61,161,137,145,12591,PHN
ORAI (ORAI),54,68,168,147,153,12591,ORAI
VIRANGANA LAKSHMIBAI (VGLB),54,47,148,142,142,12591,VGLB
LALITPUR (LAR),60,58,158,160,155,12591,LAR
BHOPAL JN (BPL),36,45,170,163,166,12591,BPL
ITARSI JN (ET),44,46,170,159,160,12591,ET
GHORADONGRI (GDYA),59,53,180,166,169,12591,GDYA
BETUL (BZU),58,51,184,173,177,12591,BZU
AMLA JN (AMLA),57,53,188,175,181,12591,AMLA
NAGPUR (NGP),35,51,178,160,161,12591,NGP
CHANDRAPUR (CD),62,75,196,176,180,12591,CD
BALHARSHAH (BPQ),19,36,171,145,149,12591,BPQ
BELAMPALLI (BPA),50,62,193,168,173,12591,BPA
MANCHIRYAL (MCI),57,70,203,177,181,12591,MCI
RAMGUNDAM (RDM),64,78,209,184,187,12591,RDM
KAZIPET JN (KZJ),69,73,208,185,185,12591,KZJ
SECUNDERABAD JN (SC),85,79,209,183,183,12591,SC
BEGAMPET (BMT),77,74,206,177,180,12591,BMT
RAICHUR (RC),95,127,258,215,207,12591,RC
MANTHRALAYAM RD (MALM),96,128,264,219,224,12591,MALM
ADONI (AD),96,130,264,218,225,12591,AD
GUNTAKAL JN (GTL),66,116,251,201,217,12591,GTL
ANANTAPUR (ATP),84,130,261,210,222,12591,ATP
DHARMAVARAM JN (DMM),56,111,249,202,203,12591,DMM
HINDUPUR (HUP),74,127,264,219,229,12591,HUP
YESVANTPUR JN (YPR),6,65,201,148,163,12591,YPR
KANYAKUMARI (CAPE),0,1,2,3,3,12634,CAPE
NAGERCOIL JN (NCJ),4,4,6,7,10,12634,NCJ
VALLIYUR (VLY),9,11,11,12,13,12634,VLY
TIRUNELVELI JN. (TEN),20,39,25,20,11,12634,TEN
KOVILPATTI (CVP),20,38,26,22,15,12634,CVP
SATUR (SRT),16,35,23,20,13,12634,SRT
VIRUDUNAGAR JN (VPT),9,28,17,14,11,12634,VPT
MADURAI JN (MDU),14,36,25,21,18,12634,MDU
DINDIGUL JN (DG),5,24,15,11,11,12634,DG
TIRUCHCHIRAPALI (TPJ),4,24,15,11,9,12634,TPJ
VRIDHACHALAM JN (VRI),3,21,14,10,10,12634,VRI
VILLUPURAM JN (VM),12,26,18,16,13,12634,VM
TINDIVANAM (TMV),10,24,16,14,12,12634,TMV
MELMARUVATTUR (MLMR),12,25,15,14,12,12634,MLMR
CHENGALPATTU (CGL),10,25,17,15,13,12634,CGL
TAMBARAM (TBM),11,24,16,15,16,12634,TBM
MAMBALAM (MBM),2,15,7,9,11,12634,MBM
CHENNAI EGMORE (MS),15,1,6,4,8,12634,MS
CHENNAI CENTRAL (MAS),2,3,4,5,5,12639,MAS
ARAKKONAM (AJJ),10,9,9,9,11,12639,AJJ
SHOLINGHUR (SHU),8,8,8,9,11,12639,SHU
WALAJAH ROAD JN (WJR),9,10,11,11,13,12639,WJR
KATPADI JN (KPD),11,13,14,15,16,12639,KPD
AMBUR (AB),16,18,17,18,20,12639,AB
VANIYAMBADI (VN),18,18,19,18,19,12639,VN
JOLARPETTAI (JTJ),17,18,17,16,14,12639,JTJ
KUPPAM (KPN),16,16,18,17,20,12639,KPN
BANGARAPET (BWT),15,16,18,17,19,12639,BWT
KRISHNARAJAPURM (KJM),16,26,26,24,24,12639,KJM
BANGALORE CANT (BNC),15,32,33,27,25,12639,BNC
KSR BANGALORE CY JN (SBC),0,19,20,12,11,12639,SBC
KSR BANGALORE CY JN (SBC),2,4,3,3,7,12640,SBC
BANGALORE CANT (BNC),3,5,4,5,8,12640,BNC
KRISHNARAJAPURM (KJM),5,9,10,9,11,12640,KJM
BANGARAPET (BWT),12,21,21,19,15,12640,BWT
KUPPAM (KPN),11,20,22,18,15,12640,KPN
JOLARPETTAI (JTJ),10,14,19,15,16,12640,JTJ
VANIYAMBADI (VN),13,18,22,20,19,12640,VN
AMBUR (AB),13,18,23,23,20,12640,AB
KATPADI JN (KPD),17,21,27,25,20,12640,KPD
WALAJAH ROAD JN (WJR),18,22,28,26,22,12640,WJR
SHOLINGHUR (SHU),17,21,27,25,21,12640,SHU
ARAKKONAM (AJJ),18,21,27,26,23,12640,AJJ
PERAMBUR (PER),18,22,26,25,21,12640,PER
CHENNAI CENTRAL (MAS),3,6,10,9,7,12640,MAS
TRIVANDRUM CNTL (TVC),1,30,14,29,32,12643,TVC
KOLLAM JN (QLN),13,41,23,38,42,12643,QLN
KAYANKULAM JN (KYJ),32,51,31,48,52,12643,KYJ
ALLEPPEY (ALLP),38,62,43,58,61,12643,ALLP
ERNAKULAM JN (ERS),45,43,35,43,47,12643,ERS
ALUVA (AWY),45,48,42,54,62,12643,AWY
THRISUR (TCR),35,21,16,35,45,12643,TCR
PALAKKAD JN (PGT),42,23,22,36,44,12643,PGT
COIMBATORE JN (CBE),43,26,25,38,44,12643,CBE
TIRUPPUR (TUP),43,30,27,45,49,12643,TUP
ERODE JN (ED),53,34,34,52,57,12643,ED
SALEM JN (SA),53,35,40,55,60,12643,SA
KATPADI JN (KPD),3,2,7,27,31,12643,KPD
CHITTOOR (CTO),6,7,11,34,44,12643,CTO
TIRUPATI (TPTY),4,16,17,39,43,12643,TPTY
RENIGUNTA JN (RU),24,39,32,49,52,12643,RU
GUDUR JN (GDR),5,30,22,39,42,12643,GDR
ONGOLE (OGL),40,54,55,63,66,12643,OGL
VIJAYAWADA JN (BZA),10,21,26,40,40,12643,BZA
WARANGAL (WL),31,47,50,64,68,12643,WL
BALHARSHAH (BPQ),31,43,48,58,62,12643,BPQ
NAGPUR (NGP),19,49,62,65,70,12643,NGP
AMLA JN (AMLA),19,73,88,95,99,12643,AMLA
BETUL (BZU),19,75,87,96,101,12643,BZU
ITARSI JN (ET),23,53,67,77,75,12643,ET
BHOPAL JN (BPL),30,49,66,77,81,12643,BPL
BINA JN (BINA),12,43,56,69,72,12643,BINA
VIRANGANA LAKSHMIBAI (VGLB),69,63,77,87,86,12643,VGLB
GWALIOR (GWL),75,93,98,112,112,12643,GWL
AGRA CANTT (AGC),26,60,72,85,84,12643,AGC
MATHURA JN (MTJ),60,106,94,98,91,12643,MTJ
H NIZAMUDDIN (NZM),27,76,69,69,64,12643,NZM
H NIZAMUDDIN (NZM),0,0,1,11,18,12644,NZM
MATHURA JN (MTJ),32,21,34,38,39,12644,MTJ
AGRA CANTT (AGC),36,33,52,52,48,12644,AGC
GWALIOR (GWL),25,11,37,38,37,12644,GWL
VIRANGANA LAKSHMIBAI (VGLB),12,12,37,39,38,12644,VGLB
BINA JN (BINA),3,10,43,44,43,12644,BINA
BHOPAL JN (BPL),8,14,56,58,53,12644,BPL
ITARSI JN (ET),2,5,50,55,50,12644,ET
BETUL (BZU),9,14,55,63,59,12644,BZU
AMLA JN (AMLA),15,23,64,71,66,12644,AMLA
NAGPUR (NGP),12,29,67,80,72,12644,NGP
BALHARSHAH (BPQ),8,23,54,58,50,12644,BPQ
WARANGAL (WL),59,88,107,102,92,12644,WL
VIJAYAWADA JN (BZA),33,62,91,86,75,12644,BZA
GUDUR JN (GDR),6,96,107,96,80,12644,GDR
RENIGUNTA JN (RU),55,121,126,116,97,12644,RU
TIRUPATI (TPTY),65,133,140,126,106,12644,TPTY
CHITTOOR (CTO),92,142,147,134,114,12644,CTO
KATPADI JN (KPD),49,107,112,98,79,12644,KPD
SALEM JN (SA),59,122,127,111,97,12644,SA
ERODE JN (ED),71,131,138,122,106,12644,ED
TIRUPPUR (TUP),73,131,136,122,105,12644,TUP
COIMBATORE JN (CBE),74,122,129,115,98,12644,CBE
PALAKKAD JN (PGT),62,111,119,107,90,12644,PGT
THRISUR (TCR),53,112,119,106,87,12644,TCR
ALUVA (AWY),51,113,121,109,84,12644,AWY
ERNAKULAM JN (ERS),45,104,119,107,85,12644,ERS
ALLEPPEY (ALLP),52,104,134,118,91,12644,ALLP
KAYANKULAM JN (KYJ),54,107,133,117,93,12644,KYJ
KOLLAM JN (QLN),52,108,130,114,93,12644,QLN
TRIVANDRUM CNTL (TVC),2,80,103,83,61,12644,TVC
ERNAKULAM JN (ERS),1,1,1,1,1,12645,ERS
ALUVA (AWY),8,8,7,8,8,12645,AWY
THRISUR (TCR),9,13,17,18,16,12645,TCR
PALAKKAD JN (PGT),2,8,15,15,12,12645,PGT
COIMBATORE JN (CBE),10,11,14,14,13,12645,CBE
TIRUPPUR (TUP),19,13,17,21,19,12645,TUP
ERODE JN (ED),46,39,39,36,30,12645,ED
SALEM JN (SA),48,41,41,37,34,12645,SA
JOLARPETTAI (JTJ),22,22,22,21,17,12645,JTJ
KATPADI JN (KPD),2,8,17,10,9,12645,KPD
CHITTOOR (CTO),5,12,24,19,22,12645,CTO
TIRUPATI (TPTY),34,32,34,24,21,12645,TPTY
RENIGUNTA JN (RU),37,40,37,31,33,12645,RU
GUDUR JN (GDR),37,30,31,21,22,12645,GDR
ONGOLE (OGL),37,47,53,44,43,12645,OGL
VIJAYAWADA JN (BZA),11,16,28,19,17,12645,BZA
WARANGAL (WL),25,31,53,39,39,12645,WL
BALHARSHAH (BPQ),15,19,38,28,40,12645,BPQ
NAGPUR (NGP),30,30,50,34,46,12645,NGP
BETUL (BZU),50,62,79,56,69,12645,BZU
ITARSI JN (ET),11,34,50,32,45,12645,ET
BHOPAL JN (BPL),0,24,49,31,45,12645,BPL
BINA JN (BINA),14,22,44,28,40,12645,BINA
VIRANGANA LAKSHMIBAI (VGLB),14,25,51,42,52,12645,VGLB
GWALIOR (GWL),52,59,78,71,80,12645,GWL
AGRA CANTT (AGC),14,23,54,43,52,12645,AGC
MATHURA JN (MTJ),29,66,92,66,66,12645,MTJ
H NIZAMUDDIN (NZM),8,37,58,35,41,12645,NZM
